codigo_entidad,descripcion_entidad,codigo_dato,descripcion_dato,valor_dato,formato,año,mes,mes_str,origen
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010000000,A C T I V O,210466766.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010100000,Disponibilidades,61602890.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010200000,Títulos Públicos y Privados,13155801.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010300000,Préstamos,104675893.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010301000,Sector Público no Financiero,146.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010302000,Sector Financiero,2443446.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303000,Sector Privado no Financiero y Residentes en el Ext.,104534653.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303001,Adelantos,8128918.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303005,"Doc a sola firma, descont. y comprados",24543580.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303010,Hipotecarios,1976187.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303015,Prendarios,441874.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303020,Personales,10656841.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303030,Otros,57111843.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303045,Intereses y dif. cotiz. deveng. a cobrar,1675410.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010304000,Previsiones,-2302352.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010400000,Otros Cred.por Interm.Finan.,15658291.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010401000,Montos a cobrar por ventas contado a liq. y a término,694722.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010409000,Otros,14963569.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010500000,Bienes en Locación Financiera,1173270.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600000,Part. en otras Sociedades,5907958.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600005,En entidades financieras,1186922.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600020,Otras,4721036.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010700000,Créditos Diversos,2528962.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010800000,Bienes de Uso,2247377.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010900000,Bienes Diversos,1263630.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100011000000,Bienes Intangibles,2183967.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100011200000,Partidas Pend. de Imputación,68727.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020000000,P A S I V O,190991914.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020100000,Depósitos,152524779.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020101000,Sector Público no financiero,1302647.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020102000,Sector Financiero,51446.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103000,Sector Privado no Financiero y Residentes en el Ext.,151170686.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103001,Cuentas corrientes,27072198.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103005,Caja de ahorros,49712394.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103010,Plazo fijo e inversiones a plazo,55061534.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103015,Otros,18463043.0,N,2017,1,2017-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020103020,Intereses y dif. cotiz. deveng. a pagar,861517.0,N,2017,1,2017-01,balres
