codigo_entidad,descripcion_entidad,codigo_dato,descripcion_dato,valor_dato,formato,año,mes,mes_str,origen
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010000000,A C T I V O,1461692669.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010100000,Efectivo y deposito en bancos,262067683.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010200000,Títulos Públicos y Privados,403919892.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010300000,Préstamos,573128214.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010301000,Sector Público no Financiero,482.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010302000,Sector Financiero,6673660.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303000,Sector Privado no Financiero y Residentes en el Ext.,598870211.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303001,Adelantos,60395143.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303005,"Doc a sola firma, descont. y comprados",197914223.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303010,Hipotecarios,18265459.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303015,Prendarios,16585962.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303020,Personales,55327018.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303030,Otros,219910234.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303045,Intereses y dif. cotiz. deveng. a cobrar,48817448.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303050,Cobros no aplicados,-81443.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303055,Intereses documentados,-2027279.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010303060,Ajustes NIIF,-16236554.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010304000,Previsiones,-32416139.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010400000,Otros Cred.por Interm.Finan.,109088120.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010500000,Credito por arrendamiento financiero,1167048.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010600000,Part. en otras Sociedades,830718.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010600020,Otras,830718.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010700000,Créditos Diversos,32939020.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010800000,"Propiedad, plantas y equipo",56585232.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100010900000,Bienes Diversos,1795120.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100011000000,Activos Intangibles,19742658.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100011200000,Partidas Pend. de Imputación,428964.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020000000,P A S I V O,1199733850.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020100000,Depósitos,1048780504.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020101000,Sector Público no financiero,32521529.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020102000,Sector Financiero,3252193.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103000,Sector Privado no Financiero y Residentes en el Ext.,1013006782.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103001,Cuentas corrientes,238785931.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103005,Caja de ahorros,377510289.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103010,Plazo fijo e inversiones a plazo,384769300.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103015,Otros,4102942.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020103020,Intereses y dif. cotiz. deveng. a pagar,7838320.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020200000,Otras Oblig.por Intermed. Financ.,85890113.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020300000,Obligaciones Diversas,29351852.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020400000,Provisiones,9311334.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020500000,Obligaciones Subordinadas,25984121.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100020600000,Partidas Pendientes de Imputación,415926.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100030000000,P A T R I M O N I O   N E T O,261958819.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100030100000,"Capital, Aportes, Reservas y ORI acumulado",235510894.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100030600000,Resultados no asignados,26447925.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040000000,R D O S. I N T E G R A L E S  A C U M.  D E L  P E R I O D O,2074490.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040100000,Ingresos financieros,30033499.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040100005,Por Intereses,19968891.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040100090,Otros Ingresos Financieros,10064608.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040200000,Egresos financieros,-16346241.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040200005,Por Intereses,-14177731.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040200090,Otros Egresos Financieros,-2168510.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040300000,Cargo por incobrabilidad,-331947.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040400000,Ingresos por servicios,4856783.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040500000,Egresos por servicios,-2214784.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040700000,Gastos de administración,-6299174.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100040800000,Créditos recuperados y previsiones desafectadas,114592.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100041200000,Resultado monetario,-6847579.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100041300000,Otros,112222.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100041400000,Impuesto a las ganancias,-1076674.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100041500000,Otro resultado integral,73793.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050000000,PARTIDAS FUERA DE BALANCE,0.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050100000,Créditos irrecuperables en partidas fuera del balance,9190898.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050200000,Contingentes acreedoras,635128797.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050300000,De Control acreedoras,23546222.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050400000,De Derivados acreedoras,88424993.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050600000,Contingentes deudoras,389196375.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050700000,De Control deudoras,2127299414.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050800000,De Derivados deudoras,85939647.0,N,2022,1,2022-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,100050900000,De Actividad fiduciaria deudoras,10042043.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010000000,A C T I V O,3461268429.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010100000,Efectivo y deposito en bancos,360712659.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010200000,Títulos Públicos y Privados,1606562461.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010300000,Préstamos,1009279161.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010301000,Sector Público no Financiero,94130796.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010302000,Sector Financiero,490755.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303000,Sector Privado no Financiero y Residentes en el Ext.,980515014.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303001,Adelantos,10798258.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303005,"Doc a sola firma, descont. y comprados",157242468.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303010,Hipotecarios,149342336.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303015,Prendarios,59777585.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303020,Personales,89903517.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303030,Otros,281816716.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303045,Intereses y dif. cotiz. deveng. a cobrar,238979571.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303050,Cobros no aplicados,-568198.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303055,Intereses documentados,-5452866.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010303060,Ajustes NIIF,-1324373.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010304000,Previsiones,-65857404.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010400000,Otros Cred.por Interm.Finan.,207124763.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010600000,Part. en otras Sociedades,70908878.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010600005,En entidades financieras,24042042.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010600020,Otras,46866836.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010700000,Créditos Diversos,25678562.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010800000,"Propiedad, plantas y equipo",106774204.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100010900000,Bienes Diversos,3443426.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100011100000,Filiales en el Exterior,70462018.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100011200000,Partidas Pend. de Imputación,322297.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020000000,P A S I V O,2969957415.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020100000,Depósitos,2797387058.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020101000,Sector Público no financiero,1109894955.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020102000,Sector Financiero,6124849.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103000,Sector Privado no Financiero y Residentes en el Ext.,1681367254.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103001,Cuentas corrientes,169119563.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103005,Caja de ahorros,433313513.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103010,Plazo fijo e inversiones a plazo,947489082.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103015,Otros,104040314.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020103020,Intereses y dif. cotiz. deveng. a pagar,27404782.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020200000,Otras Oblig.por Intermed. Financ.,53177681.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020300000,Obligaciones Diversas,66255063.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020400000,Provisiones,52137340.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100020600000,Partidas Pendientes de Imputación,1000273.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100030000000,P A T R I M O N I O   N E T O,491311014.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100030100000,"Capital, Aportes, Reservas y ORI acumulado",597157651.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100030600000,Resultados no asignados,-105846637.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040000000,R D O S. I N T E G R A L E S  A C U M.  D E L  P E R I O D O,11140266.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040100000,Ingresos financieros,71409074.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040100005,Por Intereses,59453209.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040100090,Otros Ingresos Financieros,11955865.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040200000,Egresos financieros,-41106987.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040200005,Por Intereses,-36175421.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040200090,Otros Egresos Financieros,-4931566.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040300000,Cargo por incobrabilidad,-3285710.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040400000,Ingresos por servicios,4766410.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040500000,Egresos por servicios,-2406310.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040700000,Gastos de administración,-9220854.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100040800000,Créditos recuperados y previsiones desafectadas,2968874.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100041200000,Resultado monetario,-9619548.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100041300000,Otros,-471489.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100041400000,Impuesto a las ganancias,-2175656.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100041500000,Otro resultado integral,282462.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100050000000,PARTIDAS FUERA DE BALANCE,0.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100050100000,Créditos irrecuperables en partidas fuera del balance,30926308.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100050200000,Contingentes acreedoras,239441189.0,N,2022,1,2022-01,balres
00011,BANCO DE LA NACION ARGENTINA,100050300000,De Control acreedoras,8540274.0,N,2022,1,2022-01,balres
