codigo_entidad,año,mes,mes_str,categoria,provincia,partido,cantidad
00005,2015,1,2015-01,sucursal,CABA,,1
00005,2015,2,2015-02,sucursal,CABA,,1
00005,2015,3,2015-03,sucursal,CABA,,1
00005,2015,4,2015-04,sucursal,CABA,,1
00005,2015,5,2015-05,sucursal,CABA,,1
00005,2015,6,2015-06,sucursal,CABA,,1
00005,2015,7,2015-07,sucursal,CABA,,1
00005,2015,8,2015-08,sucursal,CABA,,1
00005,2015,9,2015-09,sucursal,CABA,,1
00005,2015,10,2015-10,sucursal,CABA,,1
00005,2015,11,2015-11,sucursal,CABA,,1
00007,2015,1,2015-01,cajero,ARGENTINA,,1064
00007,2015,1,2015-01,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,1,2015-01,dependencia_automatizada,CABA,,3
00007,2015,1,2015-01,dependencia_automatizada,CORDOBA,,2
00007,2015,1,2015-01,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,1,2015-01,dependencia_automatizada,MENDOZA,,1
00007,2015,1,2015-01,dependencia_automatizada,SANTA FE,,2
00007,2015,1,2015-01,dependencia_automatizada,TUCUMAN,,1
00007,2015,1,2015-01,sucursal,BUENOS AIRES,,100
00007,2015,1,2015-01,sucursal,CABA,,86
00007,2015,1,2015-01,sucursal,CATAMARCA,,1
00007,2015,1,2015-01,sucursal,CHACO,,1
00007,2015,1,2015-01,sucursal,CHUBUT,,5
00007,2015,1,2015-01,sucursal,CORDOBA,,15
00007,2015,1,2015-01,sucursal,CORRIENTES,,2
00007,2015,1,2015-01,sucursal,ENTRE RIOS,,4
00007,2015,1,2015-01,sucursal,FORMOSA,,1
00007,2015,1,2015-01,sucursal,JUJUY,,1
00007,2015,1,2015-01,sucursal,LA PAMPA,,2
00007,2015,1,2015-01,sucursal,LA RIOJA,,1
00007,2015,1,2015-01,sucursal,MENDOZA,,9
00007,2015,1,2015-01,sucursal,MISIONES,,2
00007,2015,1,2015-01,sucursal,NEUQUEN,,1
00007,2015,1,2015-01,sucursal,RIO NEGRO,,3
00007,2015,1,2015-01,sucursal,SALTA,,1
00007,2015,1,2015-01,sucursal,SAN JUAN,,1
00007,2015,1,2015-01,sucursal,SAN LUIS,,2
00007,2015,1,2015-01,sucursal,SANTA CRUZ,,1
00007,2015,1,2015-01,sucursal,SANTA FE,,16
00007,2015,1,2015-01,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,1,2015-01,sucursal,TIERRA DEL FUEGO,,2
00007,2015,1,2015-01,sucursal,TUCUMAN,,3
00007,2015,2,2015-02,cajero,ARGENTINA,,1064
00007,2015,2,2015-02,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,2,2015-02,dependencia_automatizada,CABA,,3
00007,2015,2,2015-02,dependencia_automatizada,CORDOBA,,2
00007,2015,2,2015-02,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,2,2015-02,dependencia_automatizada,MENDOZA,,1
00007,2015,2,2015-02,dependencia_automatizada,SANTA FE,,2
00007,2015,2,2015-02,dependencia_automatizada,TUCUMAN,,1
00007,2015,2,2015-02,sucursal,BUENOS AIRES,,100
00007,2015,2,2015-02,sucursal,CABA,,85
00007,2015,2,2015-02,sucursal,CATAMARCA,,1
00007,2015,2,2015-02,sucursal,CHACO,,1
00007,2015,2,2015-02,sucursal,CHUBUT,,5
00007,2015,2,2015-02,sucursal,CORDOBA,,15
00007,2015,2,2015-02,sucursal,CORRIENTES,,2
00007,2015,2,2015-02,sucursal,ENTRE RIOS,,4
00007,2015,2,2015-02,sucursal,FORMOSA,,1
00007,2015,2,2015-02,sucursal,JUJUY,,1
00007,2015,2,2015-02,sucursal,LA PAMPA,,2
00007,2015,2,2015-02,sucursal,LA RIOJA,,1
00007,2015,2,2015-02,sucursal,MENDOZA,,9
00007,2015,2,2015-02,sucursal,MISIONES,,2
00007,2015,2,2015-02,sucursal,NEUQUEN,,1
00007,2015,2,2015-02,sucursal,RIO NEGRO,,3
00007,2015,2,2015-02,sucursal,SALTA,,1
00007,2015,2,2015-02,sucursal,SAN JUAN,,1
00007,2015,2,2015-02,sucursal,SAN LUIS,,2
00007,2015,2,2015-02,sucursal,SANTA CRUZ,,1
00007,2015,2,2015-02,sucursal,SANTA FE,,16
00007,2015,2,2015-02,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,2,2015-02,sucursal,TIERRA DEL FUEGO,,2
00007,2015,2,2015-02,sucursal,TUCUMAN,,3
00007,2015,3,2015-03,cajero,ARGENTINA,,1064
00007,2015,3,2015-03,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,3,2015-03,dependencia_automatizada,CABA,,3
00007,2015,3,2015-03,dependencia_automatizada,CORDOBA,,2
00007,2015,3,2015-03,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,3,2015-03,dependencia_automatizada,MENDOZA,,1
00007,2015,3,2015-03,dependencia_automatizada,SANTA FE,,2
00007,2015,3,2015-03,dependencia_automatizada,TUCUMAN,,1
00007,2015,3,2015-03,sucursal,BUENOS AIRES,,100
00007,2015,3,2015-03,sucursal,CABA,,85
00007,2015,3,2015-03,sucursal,CATAMARCA,,1
00007,2015,3,2015-03,sucursal,CHACO,,1
00007,2015,3,2015-03,sucursal,CHUBUT,,5
00007,2015,3,2015-03,sucursal,CORDOBA,,15
00007,2015,3,2015-03,sucursal,CORRIENTES,,2
00007,2015,3,2015-03,sucursal,ENTRE RIOS,,4
00007,2015,3,2015-03,sucursal,FORMOSA,,1
00007,2015,3,2015-03,sucursal,JUJUY,,1
00007,2015,3,2015-03,sucursal,LA PAMPA,,2
00007,2015,3,2015-03,sucursal,LA RIOJA,,1
00007,2015,3,2015-03,sucursal,MENDOZA,,9
00007,2015,3,2015-03,sucursal,MISIONES,,2
00007,2015,3,2015-03,sucursal,NEUQUEN,,1
00007,2015,3,2015-03,sucursal,RIO NEGRO,,3
00007,2015,3,2015-03,sucursal,SALTA,,1
00007,2015,3,2015-03,sucursal,SAN JUAN,,1
00007,2015,3,2015-03,sucursal,SAN LUIS,,2
00007,2015,3,2015-03,sucursal,SANTA CRUZ,,1
00007,2015,3,2015-03,sucursal,SANTA FE,,16
00007,2015,3,2015-03,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,3,2015-03,sucursal,TIERRA DEL FUEGO,,2
00007,2015,3,2015-03,sucursal,TUCUMAN,,3
00007,2015,4,2015-04,cajero,ARGENTINA,,1064
00007,2015,4,2015-04,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,4,2015-04,dependencia_automatizada,CABA,,3
00007,2015,4,2015-04,dependencia_automatizada,CORDOBA,,2
00007,2015,4,2015-04,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,4,2015-04,dependencia_automatizada,MENDOZA,,1
00007,2015,4,2015-04,dependencia_automatizada,SANTA FE,,2
00007,2015,4,2015-04,dependencia_automatizada,TUCUMAN,,1
00007,2015,4,2015-04,sucursal,BUENOS AIRES,,100
00007,2015,4,2015-04,sucursal,CABA,,85
00007,2015,4,2015-04,sucursal,CATAMARCA,,1
00007,2015,4,2015-04,sucursal,CHACO,,1
00007,2015,4,2015-04,sucursal,CHUBUT,,5
00007,2015,4,2015-04,sucursal,CORDOBA,,15
00007,2015,4,2015-04,sucursal,CORRIENTES,,2
00007,2015,4,2015-04,sucursal,ENTRE RIOS,,4
00007,2015,4,2015-04,sucursal,FORMOSA,,1
00007,2015,4,2015-04,sucursal,JUJUY,,1
00007,2015,4,2015-04,sucursal,LA PAMPA,,2
00007,2015,4,2015-04,sucursal,LA RIOJA,,1
00007,2015,4,2015-04,sucursal,MENDOZA,,9
00007,2015,4,2015-04,sucursal,MISIONES,,2
00007,2015,4,2015-04,sucursal,NEUQUEN,,1
00007,2015,4,2015-04,sucursal,RIO NEGRO,,3
00007,2015,4,2015-04,sucursal,SALTA,,1
00007,2015,4,2015-04,sucursal,SAN JUAN,,1
00007,2015,4,2015-04,sucursal,SAN LUIS,,2
00007,2015,4,2015-04,sucursal,SANTA CRUZ,,1
00007,2015,4,2015-04,sucursal,SANTA FE,,16
00007,2015,4,2015-04,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,4,2015-04,sucursal,TIERRA DEL FUEGO,,2
00007,2015,4,2015-04,sucursal,TUCUMAN,,3
00007,2015,5,2015-05,cajero,ARGENTINA,,1071
00007,2015,5,2015-05,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,5,2015-05,dependencia_automatizada,CABA,,3
00007,2015,5,2015-05,dependencia_automatizada,CORDOBA,,2
00007,2015,5,2015-05,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,5,2015-05,dependencia_automatizada,MENDOZA,,1
00007,2015,5,2015-05,dependencia_automatizada,SANTA FE,,2
00007,2015,5,2015-05,dependencia_automatizada,TUCUMAN,,1
00007,2015,5,2015-05,sucursal,BUENOS AIRES,,100
00007,2015,5,2015-05,sucursal,CABA,,85
00007,2015,5,2015-05,sucursal,CATAMARCA,,1
00007,2015,5,2015-05,sucursal,CHACO,,1
00007,2015,5,2015-05,sucursal,CHUBUT,,5
00007,2015,5,2015-05,sucursal,CORDOBA,,15
00007,2015,5,2015-05,sucursal,CORRIENTES,,2
00007,2015,5,2015-05,sucursal,ENTRE RIOS,,4
00007,2015,5,2015-05,sucursal,FORMOSA,,1
00007,2015,5,2015-05,sucursal,JUJUY,,1
00007,2015,5,2015-05,sucursal,LA PAMPA,,2
00007,2015,5,2015-05,sucursal,LA RIOJA,,1
00007,2015,5,2015-05,sucursal,MENDOZA,,9
00007,2015,5,2015-05,sucursal,MISIONES,,2
00007,2015,5,2015-05,sucursal,NEUQUEN,,1
00007,2015,5,2015-05,sucursal,RIO NEGRO,,3
00007,2015,5,2015-05,sucursal,SALTA,,1
00007,2015,5,2015-05,sucursal,SAN JUAN,,1
00007,2015,5,2015-05,sucursal,SAN LUIS,,2
00007,2015,5,2015-05,sucursal,SANTA CRUZ,,1
00007,2015,5,2015-05,sucursal,SANTA FE,,16
00007,2015,5,2015-05,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,5,2015-05,sucursal,TIERRA DEL FUEGO,,2
00007,2015,5,2015-05,sucursal,TUCUMAN,,3
00007,2015,6,2015-06,cajero,ARGENTINA,,1071
00007,2015,6,2015-06,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,6,2015-06,dependencia_automatizada,CABA,,3
00007,2015,6,2015-06,dependencia_automatizada,CORDOBA,,2
00007,2015,6,2015-06,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,6,2015-06,dependencia_automatizada,MENDOZA,,1
00007,2015,6,2015-06,dependencia_automatizada,SANTA FE,,2
00007,2015,6,2015-06,dependencia_automatizada,TUCUMAN,,1
00007,2015,6,2015-06,sucursal,BUENOS AIRES,,100
00007,2015,6,2015-06,sucursal,CABA,,85
00007,2015,6,2015-06,sucursal,CATAMARCA,,1
00007,2015,6,2015-06,sucursal,CHACO,,1
00007,2015,6,2015-06,sucursal,CHUBUT,,5
00007,2015,6,2015-06,sucursal,CORDOBA,,15
00007,2015,6,2015-06,sucursal,CORRIENTES,,2
00007,2015,6,2015-06,sucursal,ENTRE RIOS,,4
00007,2015,6,2015-06,sucursal,FORMOSA,,1
00007,2015,6,2015-06,sucursal,JUJUY,,1
00007,2015,6,2015-06,sucursal,LA PAMPA,,2
00007,2015,6,2015-06,sucursal,LA RIOJA,,1
00007,2015,6,2015-06,sucursal,MENDOZA,,9
00007,2015,6,2015-06,sucursal,MISIONES,,2
00007,2015,6,2015-06,sucursal,NEUQUEN,,1
00007,2015,6,2015-06,sucursal,RIO NEGRO,,3
00007,2015,6,2015-06,sucursal,SALTA,,1
00007,2015,6,2015-06,sucursal,SAN JUAN,,1
00007,2015,6,2015-06,sucursal,SAN LUIS,,2
00007,2015,6,2015-06,sucursal,SANTA CRUZ,,1
00007,2015,6,2015-06,sucursal,SANTA FE,,16
00007,2015,6,2015-06,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,6,2015-06,sucursal,TIERRA DEL FUEGO,,2
00007,2015,6,2015-06,sucursal,TUCUMAN,,3
00007,2015,7,2015-07,cajero,ARGENTINA,,1079
00007,2015,7,2015-07,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,7,2015-07,dependencia_automatizada,CABA,,3
00007,2015,7,2015-07,dependencia_automatizada,CORDOBA,,2
00007,2015,7,2015-07,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,7,2015-07,dependencia_automatizada,MENDOZA,,1
00007,2015,7,2015-07,dependencia_automatizada,SANTA FE,,2
00007,2015,7,2015-07,dependencia_automatizada,TUCUMAN,,1
00007,2015,7,2015-07,sucursal,BUENOS AIRES,,100
00007,2015,7,2015-07,sucursal,CABA,,85
00007,2015,7,2015-07,sucursal,CATAMARCA,,1
00007,2015,7,2015-07,sucursal,CHACO,,1
00007,2015,7,2015-07,sucursal,CHUBUT,,5
00007,2015,7,2015-07,sucursal,CORDOBA,,15
00007,2015,7,2015-07,sucursal,CORRIENTES,,2
00007,2015,7,2015-07,sucursal,ENTRE RIOS,,4
00007,2015,7,2015-07,sucursal,FORMOSA,,1
00007,2015,7,2015-07,sucursal,JUJUY,,1
00007,2015,7,2015-07,sucursal,LA PAMPA,,2
00007,2015,7,2015-07,sucursal,LA RIOJA,,1
00007,2015,7,2015-07,sucursal,MENDOZA,,9
00007,2015,7,2015-07,sucursal,MISIONES,,2
00007,2015,7,2015-07,sucursal,NEUQUEN,,1
00007,2015,7,2015-07,sucursal,RIO NEGRO,,3
00007,2015,7,2015-07,sucursal,SALTA,,1
00007,2015,7,2015-07,sucursal,SAN JUAN,,1
00007,2015,7,2015-07,sucursal,SAN LUIS,,2
00007,2015,7,2015-07,sucursal,SANTA CRUZ,,1
00007,2015,7,2015-07,sucursal,SANTA FE,,16
00007,2015,7,2015-07,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,7,2015-07,sucursal,TIERRA DEL FUEGO,,2
00007,2015,7,2015-07,sucursal,TUCUMAN,,3
00007,2015,8,2015-08,cajero,ARGENTINA,,1083
00007,2015,8,2015-08,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,8,2015-08,dependencia_automatizada,CABA,,3
00007,2015,8,2015-08,dependencia_automatizada,CORDOBA,,2
00007,2015,8,2015-08,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,8,2015-08,dependencia_automatizada,MENDOZA,,1
00007,2015,8,2015-08,dependencia_automatizada,SANTA FE,,2
00007,2015,8,2015-08,dependencia_automatizada,TUCUMAN,,1
00007,2015,8,2015-08,sucursal,BUENOS AIRES,,100
00007,2015,8,2015-08,sucursal,CABA,,85
00007,2015,8,2015-08,sucursal,CATAMARCA,,1
00007,2015,8,2015-08,sucursal,CHACO,,1
00007,2015,8,2015-08,sucursal,CHUBUT,,5
00007,2015,8,2015-08,sucursal,CORDOBA,,15
00007,2015,8,2015-08,sucursal,CORRIENTES,,2
00007,2015,8,2015-08,sucursal,ENTRE RIOS,,4
00007,2015,8,2015-08,sucursal,FORMOSA,,1
00007,2015,8,2015-08,sucursal,JUJUY,,1
00007,2015,8,2015-08,sucursal,LA PAMPA,,2
00007,2015,8,2015-08,sucursal,LA RIOJA,,1
00007,2015,8,2015-08,sucursal,MENDOZA,,9
00007,2015,8,2015-08,sucursal,MISIONES,,2
00007,2015,8,2015-08,sucursal,NEUQUEN,,1
00007,2015,8,2015-08,sucursal,RIO NEGRO,,3
00007,2015,8,2015-08,sucursal,SALTA,,1
00007,2015,8,2015-08,sucursal,SAN JUAN,,1
00007,2015,8,2015-08,sucursal,SAN LUIS,,2
00007,2015,8,2015-08,sucursal,SANTA CRUZ,,1
00007,2015,8,2015-08,sucursal,SANTA FE,,16
00007,2015,8,2015-08,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,8,2015-08,sucursal,TIERRA DEL FUEGO,,2
00007,2015,8,2015-08,sucursal,TUCUMAN,,3
00007,2015,9,2015-09,cajero,ARGENTINA,,1093
00007,2015,9,2015-09,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,9,2015-09,dependencia_automatizada,CABA,,3
00007,2015,9,2015-09,dependencia_automatizada,CORDOBA,,2
00007,2015,9,2015-09,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,9,2015-09,dependencia_automatizada,MENDOZA,,1
00007,2015,9,2015-09,dependencia_automatizada,SANTA FE,,2
00007,2015,9,2015-09,dependencia_automatizada,TUCUMAN,,1
00007,2015,9,2015-09,sucursal,BUENOS AIRES,,100
00007,2015,9,2015-09,sucursal,CABA,,85
00007,2015,9,2015-09,sucursal,CATAMARCA,,1
00007,2015,9,2015-09,sucursal,CHACO,,1
00007,2015,9,2015-09,sucursal,CHUBUT,,5
00007,2015,9,2015-09,sucursal,CORDOBA,,15
00007,2015,9,2015-09,sucursal,CORRIENTES,,2
00007,2015,9,2015-09,sucursal,ENTRE RIOS,,4
00007,2015,9,2015-09,sucursal,FORMOSA,,1
00007,2015,9,2015-09,sucursal,JUJUY,,1
00007,2015,9,2015-09,sucursal,LA PAMPA,,2
00007,2015,9,2015-09,sucursal,LA RIOJA,,1
00007,2015,9,2015-09,sucursal,MENDOZA,,9
00007,2015,9,2015-09,sucursal,MISIONES,,2
00007,2015,9,2015-09,sucursal,NEUQUEN,,1
00007,2015,9,2015-09,sucursal,RIO NEGRO,,3
00007,2015,9,2015-09,sucursal,SALTA,,1
00007,2015,9,2015-09,sucursal,SAN JUAN,,1
00007,2015,9,2015-09,sucursal,SAN LUIS,,2
00007,2015,9,2015-09,sucursal,SANTA CRUZ,,1
00007,2015,9,2015-09,sucursal,SANTA FE,,16
00007,2015,9,2015-09,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,9,2015-09,sucursal,TIERRA DEL FUEGO,,2
00007,2015,9,2015-09,sucursal,TUCUMAN,,3
00007,2015,10,2015-10,cajero,ARGENTINA,,1131
00007,2015,10,2015-10,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,10,2015-10,dependencia_automatizada,CABA,,3
00007,2015,10,2015-10,dependencia_automatizada,CORDOBA,,2
00007,2015,10,2015-10,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,10,2015-10,dependencia_automatizada,MENDOZA,,1
00007,2015,10,2015-10,dependencia_automatizada,SANTA FE,,2
00007,2015,10,2015-10,dependencia_automatizada,TUCUMAN,,1
00007,2015,10,2015-10,sucursal,BUENOS AIRES,,100
00007,2015,10,2015-10,sucursal,CABA,,85
00007,2015,10,2015-10,sucursal,CATAMARCA,,1
00007,2015,10,2015-10,sucursal,CHACO,,1
00007,2015,10,2015-10,sucursal,CHUBUT,,5
00007,2015,10,2015-10,sucursal,CORDOBA,,15
00007,2015,10,2015-10,sucursal,CORRIENTES,,2
00007,2015,10,2015-10,sucursal,ENTRE RIOS,,4
00007,2015,10,2015-10,sucursal,FORMOSA,,1
00007,2015,10,2015-10,sucursal,JUJUY,,1
00007,2015,10,2015-10,sucursal,LA PAMPA,,2
00007,2015,10,2015-10,sucursal,LA RIOJA,,1
00007,2015,10,2015-10,sucursal,MENDOZA,,9
00007,2015,10,2015-10,sucursal,MISIONES,,2
00007,2015,10,2015-10,sucursal,NEUQUEN,,1
00007,2015,10,2015-10,sucursal,RIO NEGRO,,3
00007,2015,10,2015-10,sucursal,SALTA,,1
00007,2015,10,2015-10,sucursal,SAN JUAN,,1
00007,2015,10,2015-10,sucursal,SAN LUIS,,2
00007,2015,10,2015-10,sucursal,SANTA CRUZ,,1
00007,2015,10,2015-10,sucursal,SANTA FE,,16
00007,2015,10,2015-10,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,10,2015-10,sucursal,TIERRA DEL FUEGO,,2
00007,2015,10,2015-10,sucursal,TUCUMAN,,3
00007,2015,11,2015-11,cajero,ARGENTINA,,1163
00007,2015,11,2015-11,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,11,2015-11,dependencia_automatizada,CABA,,3
00007,2015,11,2015-11,dependencia_automatizada,CORDOBA,,2
00007,2015,11,2015-11,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,11,2015-11,dependencia_automatizada,MENDOZA,,1
00007,2015,11,2015-11,dependencia_automatizada,SANTA FE,,2
00007,2015,11,2015-11,dependencia_automatizada,TUCUMAN,,1
00007,2015,11,2015-11,sucursal,BUENOS AIRES,,100
00007,2015,11,2015-11,sucursal,CABA,,85
00007,2015,11,2015-11,sucursal,CATAMARCA,,1
00007,2015,11,2015-11,sucursal,CHACO,,1
00007,2015,11,2015-11,sucursal,CHUBUT,,5
00007,2015,11,2015-11,sucursal,CORDOBA,,15
00007,2015,11,2015-11,sucursal,CORRIENTES,,2
00007,2015,11,2015-11,sucursal,ENTRE RIOS,,4
00007,2015,11,2015-11,sucursal,FORMOSA,,1
00007,2015,11,2015-11,sucursal,JUJUY,,1
00007,2015,11,2015-11,sucursal,LA PAMPA,,2
00007,2015,11,2015-11,sucursal,LA RIOJA,,1
00007,2015,11,2015-11,sucursal,MENDOZA,,9
00007,2015,11,2015-11,sucursal,MISIONES,,2
00007,2015,11,2015-11,sucursal,NEUQUEN,,1
00007,2015,11,2015-11,sucursal,RIO NEGRO,,3
00007,2015,11,2015-11,sucursal,SALTA,,1
00007,2015,11,2015-11,sucursal,SAN JUAN,,1
00007,2015,11,2015-11,sucursal,SAN LUIS,,2
00007,2015,11,2015-11,sucursal,SANTA CRUZ,,1
00007,2015,11,2015-11,sucursal,SANTA FE,,16
00007,2015,11,2015-11,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,11,2015-11,sucursal,TIERRA DEL FUEGO,,2
00007,2015,11,2015-11,sucursal,TUCUMAN,,3
00007,2015,12,2015-12,cajero,ARGENTINA,,1166
00007,2015,12,2015-12,dependencia_automatizada,BUENOS AIRES,,8
00007,2015,12,2015-12,dependencia_automatizada,CABA,,3
00007,2015,12,2015-12,dependencia_automatizada,CORDOBA,,2
00007,2015,12,2015-12,dependencia_automatizada,ENTRE RIOS,,1
00007,2015,12,2015-12,dependencia_automatizada,MENDOZA,,1
00007,2015,12,2015-12,dependencia_automatizada,SANTA FE,,2
00007,2015,12,2015-12,dependencia_automatizada,TUCUMAN,,1
00007,2015,12,2015-12,sucursal,BUENOS AIRES,,100
00007,2015,12,2015-12,sucursal,CABA,,85
00007,2015,12,2015-12,sucursal,CATAMARCA,,1
00007,2015,12,2015-12,sucursal,CHACO,,1
00007,2015,12,2015-12,sucursal,CHUBUT,,5
00007,2015,12,2015-12,sucursal,CORDOBA,,15
00007,2015,12,2015-12,sucursal,CORRIENTES,,2
00007,2015,12,2015-12,sucursal,ENTRE RIOS,,4
00007,2015,12,2015-12,sucursal,FORMOSA,,1
00007,2015,12,2015-12,sucursal,JUJUY,,1
00007,2015,12,2015-12,sucursal,LA PAMPA,,2
00007,2015,12,2015-12,sucursal,LA RIOJA,,1
00007,2015,12,2015-12,sucursal,MENDOZA,,9
00007,2015,12,2015-12,sucursal,MISIONES,,2
00007,2015,12,2015-12,sucursal,NEUQUEN,,1
00007,2015,12,2015-12,sucursal,RIO NEGRO,,3
00007,2015,12,2015-12,sucursal,SALTA,,1
00007,2015,12,2015-12,sucursal,SAN JUAN,,1
00007,2015,12,2015-12,sucursal,SAN LUIS,,2
00007,2015,12,2015-12,sucursal,SANTA CRUZ,,1
00007,2015,12,2015-12,sucursal,SANTA FE,,16
00007,2015,12,2015-12,sucursal,SANTIAGO DEL ESTERO,,1
00007,2015,12,2015-12,sucursal,TIERRA DEL FUEGO,,2
00007,2015,12,2015-12,sucursal,TUCUMAN,,3
00007,2016,1,2016-01,cajero,ARGENTINA,,1167
00007,2016,1,2016-01,dependencia_automatizada,BUENOS AIRES,,8
00007,2016,1,2016-01,dependencia_automatizada,CABA,,3
00007,2016,1,2016-01,dependencia_automatizada,CORDOBA,,2
00007,2016,1,2016-01,dependencia_automatizada,ENTRE RIOS,,1
00007,2016,1,2016-01,dependencia_automatizada,MENDOZA,,1
00007,2016,1,2016-01,dependencia_automatizada,SANTA FE,,2
00007,2016,1,2016-01,dependencia_automatizada,TUCUMAN,,1
00007,2016,1,2016-01,sucursal,BUENOS AIRES,,100
00007,2016,1,2016-01,sucursal,CABA,,85
00007,2016,1,2016-01,sucursal,CATAMARCA,,1
00007,2016,1,2016-01,sucursal,CHACO,,1
00007,2016,1,2016-01,sucursal,CHUBUT,,5
00007,2016,1,2016-01,sucursal,CORDOBA,,15
00007,2016,1,2016-01,sucursal,CORRIENTES,,2
00007,2016,1,2016-01,sucursal,ENTRE RIOS,,4
00007,2016,1,2016-01,sucursal,FORMOSA,,1
00007,2016,1,2016-01,sucursal,JUJUY,,1
00007,2016,1,2016-01,sucursal,LA PAMPA,,2
00007,2016,1,2016-01,sucursal,LA RIOJA,,1
00007,2016,1,2016-01,sucursal,MENDOZA,,9
00007,2016,1,2016-01,sucursal,MISIONES,,2
00007,2016,1,2016-01,sucursal,NEUQUEN,,1
00007,2016,1,2016-01,sucursal,RIO NEGRO,,3
00007,2016,1,2016-01,sucursal,SALTA,,1
00007,2016,1,2016-01,sucursal,SAN JUAN,,1
00007,2016,1,2016-01,sucursal,SAN LUIS,,2
00007,2016,1,2016-01,sucursal,SANTA CRUZ,,1
00007,2016,1,2016-01,sucursal,SANTA FE,,16
00007,2016,1,2016-01,sucursal,SANTIAGO DEL ESTERO,,1
00007,2016,1,2016-01,sucursal,TIERRA DEL FUEGO,,2
00007,2016,1,2016-01,sucursal,TUCUMAN,,3
00007,2016,2,2016-02,cajero,ARGENTINA,,1167
00007,2016,2,2016-02,dependencia_automatizada,BUENOS AIRES,,8
00007,2016,2,2016-02,dependencia_automatizada,CABA,,3
00007,2016,2,2016-02,dependencia_automatizada,CORDOBA,,2
00007,2016,2,2016-02,dependencia_automatizada,ENTRE RIOS,,1
00007,2016,2,2016-02,dependencia_automatizada,MENDOZA,,1
00007,2016,2,2016-02,dependencia_automatizada,SANTA FE,,2
00007,2016,2,2016-02,dependencia_automatizada,TUCUMAN,,1
00007,2016,2,2016-02,sucursal,BUENOS AIRES,,100
00007,2016,2,2016-02,sucursal,CABA,,85
00007,2016,2,2016-02,sucursal,CATAMARCA,,1
00007,2016,2,2016-02,sucursal,CHACO,,1
00007,2016,2,2016-02,sucursal,CHUBUT,,5
00007,2016,2,2016-02,sucursal,CORDOBA,,15
00007,2016,2,2016-02,sucursal,CORRIENTES,,2
00007,2016,2,2016-02,sucursal,ENTRE RIOS,,4
00007,2016,2,2016-02,sucursal,FORMOSA,,1
00007,2016,2,2016-02,sucursal,JUJUY,,1
00007,2016,2,2016-02,sucursal,LA PAMPA,,2
00007,2016,2,2016-02,sucursal,LA RIOJA,,1
00007,2016,2,2016-02,sucursal,MENDOZA,,9
00007,2016,2,2016-02,sucursal,MISIONES,,2
00007,2016,2,2016-02,sucursal,NEUQUEN,,1
00007,2016,2,2016-02,sucursal,RIO NEGRO,,3
00007,2016,2,2016-02,sucursal,SALTA,,1
00007,2016,2,2016-02,sucursal,SAN JUAN,,1
00007,2016,2,2016-02,sucursal,SAN LUIS,,2
00007,2016,2,2016-02,sucursal,SANTA CRUZ,,1
00007,2016,2,2016-02,sucursal,SANTA FE,,16
00007,2016,2,2016-02,sucursal,SANTIAGO DEL ESTERO,,1
00007,2016,2,2016-02,sucursal,TIERRA DEL FUEGO,,2
00007,2016,2,2016-02,sucursal,TUCUMAN,,3
00007,2016,3,2016-03,cajero,ARGENTINA,,1167
00007,2016,3,2016-03,dependencia_automatizada,BUENOS AIRES,,8
00007,2016,3,2016-03,dependencia_automatizada,CABA,,3
00007,2016,3,2016-03,dependencia_automatizada,CORDOBA,,2
00007,2016,3,2016-03,dependencia_automatizada,ENTRE RIOS,,1
00007,2016,3,2016-03,dependencia_automatizada,MENDOZA,,1
