codigo_entidad,mes_str,categoria,tipo_filial,denominacion,direccion,localidad,partido,provincia,latitud,longitud,cantidad_cajeros
00007,2026-02,sucursal,Casa Matriz,,TTE. GRAL. JUAN D. PERON 407,CABA ZONA NORTE,CABA,CABA,-34.605411,-58.372421,11
00007,2026-02,sucursal,Sucursal,,AV. RIVADAVIA 2330,CABA ZONA NORTE,CABA,CABA,-34.609743,-58.399491,7
00007,2026-02,sucursal,Sucursal,,AV. SAN JUAN 3101,CABA ZONA SUR,CABA,CABA,-34.624587,-58.408894,6
00007,2026-02,sucursal,Sucursal,,AV. CORRIENTES 3148,CABA ZONA NORTE,CABA,CABA,-34.604073,-58.409588,6
00007,2026-02,sucursal,Sucursal,,SANTIAGO DEL ESTERO 446,CABA ZONA NORTE,CABA,CABA,-34.613853,-58.384603,5
00007,2026-02,sucursal,Sucursal,,PARANA 450,CABA ZONA NORTE,CABA,CABA,-34.603516,-58.387910,7
00007,2026-02,sucursal,Sucursal,,AV. RIVADAVIA 7121,CABA ZONA NORTE,CABA,CABA,-34.629729,-58.465815,7
00007,2026-02,sucursal,Sucursal,,AV. RIVADAVIA 3702,CABA ZONA NORTE,CABA,CABA,-34.611047,-58.418502,7
00007,2026-02,sucursal,Sucursal,,AV. CORONEL DIAZ 1854,CABA ZONA NORTE,CABA,CABA,-34.589646,-58.410612,7
00007,2026-02,sucursal,Sucursal,,AV. RICARDO BALBIN 3899,CABA ZONA NORTE,CABA,CABA,-34.554845,-58.485138,6
00007,2026-02,sucursal,Sucursal,,MARCELO T. DE ALVEAR 670,CABA ZONA NORTE,CABA,CABA,-34.596307,-58.376453,5
00007,2026-02,sucursal,Sucursal,,AV. PRESIDENTE QUINTANA 401,CABA ZONA NORTE,CABA,CABA,-34.589110,-58.388966,7
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN 5702,CABA ZONA NORTE,CABA,CABA,-34.596810,-58.497380,0
00007,2026-02,sucursal,Sucursal,,AV. RIVADAVIA 11102,CABA ZONA NORTE,CABA,CABA,-34.638954,-58.521235,6
00007,2026-02,sucursal,Sucursal,,AV. MONTES DE OCA 650,CABA ZONA SUR,CABA,CABA,-34.635779,-58.375121,6
00007,2026-02,sucursal,Sucursal,,AV. JURAMENTO 2095,CABA ZONA NORTE,CABA,CABA,-34.560334,-58.453779,7
00007,2026-02,sucursal,Sucursal,,CARLOS PELLEGRINI 1391,CABA ZONA NORTE,CABA,CABA,-34.591738,-58.381531,4
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 6876,CABA ZONA NORTE,CABA,CABA,-34.549030,-58.454750,6
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 2699,CABA ZONA NORTE,CABA,CABA,-34.578723,-58.406897,5
00007,2026-02,sucursal,Sucursal,,AV. FEDERICO LACROZE 3101,CABA ZONA NORTE,CABA,CABA,-34.577018,-58.448921,6
00007,2026-02,sucursal,Sucursal,,AV. DE LOS INCAS 4763,CABA ZONA NORTE,CABA,CABA,-34.583659,-58.477502,6
00007,2026-02,sucursal,Sucursal,,AV. JUAN B. JUSTO 6629,CABA ZONA NORTE,CABA,CABA,-34.624811,-58.485069,5
00007,2026-02,sucursal,Sucursal,,AV. SCALABRINI ORTIZ 945,CABA ZONA NORTE,CABA,CABA,-34.595433,-58.431777,5
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 4600,CABA ZONA NORTE,CABA,CABA,-34.566204,-58.432190,5
00007,2026-02,sucursal,Sucursal,,AV. PEDRO GOYENA 1642,CABA ZONA SUR,CABA,CABA,-34.628330,-58.451303,4
00007,2026-02,sucursal,Sucursal,,AV. JUAN BAUTISTA ALBERDI 5859,CABA ZONA SUR,CABA,CABA,-34.651843,-58.502738,6
00007,2026-02,sucursal,Sucursal,,AV. ANGEL GALLARDO 1072,CABA ZONA NORTE,CABA,CABA,-34.607221,-58.445249,5
00007,2026-02,sucursal,Sucursal,,AV. GENERAL MOSCONI 2340,CABA ZONA NORTE,CABA,CABA,-34.582461,-58.495780,8
00007,2026-02,sucursal,Sucursal,,GOB. QUAGLIA 307,SAN CARLOS DE BARILOCHE,BARILOCHE,RíO NEGRO,-41.134761,-71.308691,8
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 601,VENADO TUERTO,GENERAL LOPEZ,SANTA FE,-33.746902,-61.964786,6
00007,2026-02,sucursal,Sucursal,,AV. FRANCISCO BEIRO 4229,CABA ZONA NORTE,CABA,CABA,-34.605222,-58.510813,5
00007,2026-02,sucursal,Sucursal,,AV. PASEO COLON 793,CABA ZONA NORTE,CABA,CABA,-34.617047,-58.369444,4
00007,2026-02,sucursal,Sucursal,,AV. BARTOLOME MITRE 641,AVELLANEDA,AVELLANEDA,BUENOS AIRES,-34.661679,-58.368597,5
00007,2026-02,sucursal,Sucursal,,AV. SANTA FE 2477,MARTÍNEZ,SAN ISIDRO,BUENOS AIRES,-34.493798,-58.498396,5
00007,2026-02,sucursal,Sucursal,,NUESTRA SEÑORA DEL BUEN VIAJE 739,MORON,MORON,BUENOS AIRES,-34.651785,-58.619040,9
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 435,LUJAN,LUJAN,BUENOS AIRES,-34.565416,-59.116111,0
00007,2026-02,sucursal,Sucursal,,AV. HIPOLITO YRIGOYEN 2550,GERLI,LANUS,BUENOS AIRES,-34.686654,-58.387268,5
00007,2026-02,sucursal,Sucursal,,AV. MITRE 2407,SARANDÍ,AVELLANEDA,BUENOS AIRES,-34.673848,-58.350749,0
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 14806,ACASSUSO,SAN ISIDRO,BUENOS AIRES,-34.477259,-58.497404,4
00007,2026-02,sucursal,Sucursal,,AV. 29 509,MERCEDES,MERCEDES,BUENOS AIRES,-34.651567,-59.432159,5
00007,2026-02,sucursal,Sucursal,,AV. CORONEL DELIA 1502,LANUS,LANUS,BUENOS AIRES,-34.639220,-58.464378,6
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 215,VICENTE LÓPEZ,VICENTE LOPEZ,BUENOS AIRES,-34.532575,-58.468590,4
00007,2026-02,sucursal,Sucursal,,AV. GAONA 4104,CIUDADELA,TRES DE FEBRERO,BUENOS AIRES,-34.634866,-58.544046,0
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN 1101,GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES,-34.591893,-58.560380,0
00007,2026-02,sucursal,Sucursal,,AV. LIBERTADOR 436,MERLO,MERLO,BUENOS AIRES,-34.669712,-58.725438,10
00007,2026-02,sucursal,Sucursal,,AV. MAIPU 301,VICENTE LÓPEZ,VICENTE LOPEZ,BUENOS AIRES,-34.535460,-58.477546,0
00007,2026-02,sucursal,Sucursal,,AV. HIPOLITO YRIGOYEN 7839,BANDFIELD,LOMAS DE ZAMORA,BUENOS AIRES,-34.746997,-58.399742,10
00007,2026-02,sucursal,Sucursal,,AV. INOCENCIO ARIAS 2355,CASTELAR,MORON,BUENOS AIRES,-34.651291,-58.641920,7
00007,2026-02,sucursal,Sucursal,,CARLOS PELLEGRINI 861 Piso: 1 Dpto: 1,CABA ZONA NORTE,CABA,CABA,-34.598171,-58.381015,6
00007,2026-02,sucursal,Sucursal,,CARLOS PELLEGRINI 115,CHIVILCOY,CHIVILCOY,BUENOS AIRES,-34.894589,-60.018156,5
00007,2026-02,sucursal,Sucursal,,AV. SANTA FE 3701,CABA ZONA NORTE,CABA,CABA,-34.585116,-58.415929,8
00007,2026-02,sucursal,Sucursal,,AV. NAZCA 2330,CABA ZONA NORTE,CABA,CABA,-34.608561,-58.483800,6
00007,2026-02,sucursal,Sucursal,,AV. INDEPENDENCIA 3691,CABA ZONA NORTE,CABA,CABA,-34.621090,-58.417930,5
00007,2026-02,sucursal,Sucursal,,FELIX DE AZARA 181,POSADAS,CAPITAL,MISIONES,-27.364841,-55.893441,8
00007,2026-02,sucursal,Sucursal,,BARTOLOME MITRE 153,RESISTENCIA,SAN FERNANDO,CHACO,-27.449217,-58.986007,9
00007,2026-02,sucursal,Sucursal,,AV. 25 DE MAYO 160,FORMOSA,FORMOSA,FORMOSA,-26.182363,-58.166015,7
00007,2026-02,sucursal,Sucursal,,AV. LA VOZ DEL INTERIOR 6655,CORDOBA,CAPITAL,CóRDOBA,-31.336367,-64.206074,5
00007,2026-02,sucursal,Sucursal,,BELGRANO 800,GOYA,GOYA,CORRIENTES,-29.142048,-59.265378,10
00007,2026-02,sucursal,Sucursal,,SARMIENTO 705,ROSARIO,ROSARIO,SANTA FE,-32.945254,-60.637913,9
00007,2026-02,sucursal,Sucursal,,AV. COLON 401,CORDOBA,CAPITAL,CóRDOBA,-31.411894,-64.188714,13
00007,2026-02,sucursal,Sucursal,,AV. COLON 2415,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,-38.004400,-57.548211,9
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 2400,SANTA FE,LA CAPITAL,SANTA FE,-31.647932,-60.707240,7
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 1131,PARANA,PARANA,ENTRE RíOS,-31.721995,-60.523535,6
00007,2026-02,sucursal,Sucursal,,NECOCHEA 202,MENDOZA,CAPITAL,MENDOZA,-32.886929,-68.841123,7
00007,2026-02,sucursal,Sucursal,,CHICLANA 302,BAHÍA BLANCA,BAHIA BLANCA,BUENOS AIRES,-38.720810,-62.263191,8
00007,2026-02,sucursal,Sucursal,,AV. INDEPENDENCIA 3156,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,-38.008022,-57.562258,6
00007,2026-02,sucursal,Sucursal,,AV. JUAN B. JUSTO 2539,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,-38.023365,-57.565284,7
00007,2026-02,sucursal,Sucursal,,RIVADAVIA 1524,BRAGADO,BRAGADO,BUENOS AIRES,-35.117942,-60.487258,4
00007,2026-02,sucursal,Sucursal,,AV. PUEYRREDON 1875,CABA ZONA NORTE,CABA,CABA,-34.590065,-58.400249,7
00007,2026-02,sucursal,Sucursal,,AV. PTE. PERON 2293,HAEDO,MORON,BUENOS AIRES,-34.635542,-58.586798,5
00007,2026-02,sucursal,Sucursal,,GENERAL SAN MARTIN 873 Piso: 1 Dpto: 1,SAN MIGUEL DE TUCUMAN (EST. TUCUMAN),CAPITAL,TUCUMáN,-26.828150,-65.210141,0
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN 2155,LOMAS DEL MIRADOR,LA MATANZA,BUENOS AIRES,-34.659960,-58.543860,6
00007,2026-02,sucursal,Sucursal,,1 DE MAYO 6074,GENERAL SAN MARTIN,GENERAL SAN MARTIN,BUENOS AIRES,-34.591451,-58.559391,5
00007,2026-02,sucursal,Sucursal,,AYACUCHO 49,SAN ANTONIO DE PADUA,MERLO,BUENOS AIRES,-34.666710,-58.700150,10
00007,2026-02,sucursal,Sucursal,,AV. 9 DE JULIO 1415,LANUS,LANUS,BUENOS AIRES,-34.709905,-58.387670,2
00007,2026-02,sucursal,Sucursal,,AV. VELEZ SARSFIELD 4298,MUNRO,VICENTE LOPEZ,BUENOS AIRES,-34.528484,-58.520140,5
00007,2026-02,sucursal,Sucursal,,SOLER 122,ITUZAINGO,ITUZAINGO,BUENOS AIRES,-34.659297,-58.667608,7
00007,2026-02,sucursal,Sucursal,,LEBENSHON 27,JUNIN,JUNIN,BUENOS AIRES,-34.609163,-58.396295,8
00007,2026-02,sucursal,Sucursal,,RICARDO GUTIERREZ 401,ARRECIFES,ARRECIFES,BUENOS AIRES,-34.066711,-60.116791,4
00007,2026-02,sucursal,Sucursal,,MORENO 14,CHACABUCO,CHACABUCO,BUENOS AIRES,-34.643185,-60.469484,4
00007,2026-02,sucursal,Sucursal,,AVENIDA DE MAYO 844 Piso: 1 Dpto: 1,PERGAMINO,PERGAMINO,BUENOS AIRES,-33.892136,-60.574846,5
00007,2026-02,sucursal,Sucursal,,AV. PELLEGRINI 1101,ROSARIO,ROSARIO,SANTA FE,-32.957202,-60.640834,6
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN 2842,CASEROS,TRES DE FEBRERO,BUENOS AIRES,-34.608482,-58.562155,7
00007,2026-02,sucursal,Sucursal,,GENERAL RODRIGUEZ 698,TANDIL,TANDIL,BUENOS AIRES,-37.325203,-59.137519,7
00007,2026-02,sucursal,Sucursal,,CHACABUCO 199 Piso: 1 Dpto: 1,TRES ARROYOS,TRES ARROYOS,BUENOS AIRES,-38.379685,-60.273601,1
00007,2026-02,sucursal,Sucursal,,AV. BELGRANO 382,BERNAL,QUILMES,BUENOS AIRES,-34.711705,-58.281908,5
00007,2026-02,sucursal,Sucursal,,BUENOS AIRES 2204,CASILDA,CASEROS,SANTA FE,-33.044927,-61.167166,4
00007,2026-02,sucursal,Sucursal,,25 DE MAYO 1602,SAN FRANCISCO,SAN JUSTO,CóRDOBA,-31.429748,-62.083986,5
00007,2026-02,sucursal,Sucursal,,NECOCHEA 3054,OLAVARRIA,OLAVARRIA,BUENOS AIRES,-36.893491,-60.317940,6
00007,2026-02,sucursal,Sucursal,,AV. SANTA FE 298,RAFAELA,CASTELLANOS,SANTA FE,-31.253261,-61.488651,5
00007,2026-02,sucursal,Sucursal,,AV. JOSE IGNACIO DE LA ROZA 125,SAN JUAN,CAPITAL,SAN JUAN,-31.537403,-68.526096,9
00007,2026-02,sucursal,Sucursal,,1° DE MAYO 91,CONCORDIA,CONCORDIA,ENTRE RíOS,-31.397862,-58.016987,6
00007,2026-02,sucursal,Sucursal,,25 DE MAYO 836,GUALEGUAYCHU,GUALEGUAYCHU,ENTRE RíOS,-33.009446,-58.517968,5
00007,2026-02,sucursal,Sucursal,,ENTRE RIOS 1002,VILLA MARIA,GENERAL SAN MARTIN,CóRDOBA,-32.413861,-63.243151,6
00007,2026-02,sucursal,Sucursal,,LAVALLE 427 Piso: 1 Dpto: 1,SAN SALVADOR DE JUJUY,DR. MANUEL BELGRANO,JUJUY,-24.183516,-65.302880,7
00007,2026-02,sucursal,Sucursal,,BARTOLOME MITRE 296,SAN NICOLAS DE LOS ARROYOS,SAN NICOLAS,BUENOS AIRES,-34.606618,-58.370839,7
00007,2026-02,sucursal,Sucursal,,INGENIERO ROCCA 68,CAMPANA,CAMPANA,BUENOS AIRES,-34.631209,-58.475023,4
00007,2026-02,sucursal,Sucursal,,LORENZO LOPEZ 564,PILAR,PILAR,BUENOS AIRES,-34.459335,-58.912594,7
00007,2026-02,sucursal,Sucursal,,BURGOS 611,AZUL,AZUL,BUENOS AIRES,-36.777652,-59.862763,5
00007,2026-02,sucursal,Sucursal,,AVELLANEDA 159,SANTIAGO DEL ESTERO,CAPITAL,SANTIAGO DEL ESTERO,-27.788200,-64.259331,9
00007,2026-02,sucursal,Sucursal,,ALSINA 128,QUILMES,QUILMES,BUENOS AIRES,-34.722022,-58.259199,7
00007,2026-02,sucursal,Sucursal,,CALLE 20 643,GENERAL PICO,MARACO,LA PAMPA,-35.659021,-63.753621,5
00007,2026-02,sucursal,Sucursal,,AV. LAS HERAS 3799,CABA ZONA NORTE,CABA,CABA,-34.581838,-58.412723,5
00007,2026-02,sucursal,Sucursal,,AV. CABILDO 935,CABA ZONA NORTE,CABA,CABA,-34.569389,-58.445966,5
00007,2026-02,sucursal,Sucursal,,J. B. JUSTO 124,NEUQUEN,CONFLUENCIA,NEUQUéN,-38.954111,-68.061021,9
00007,2026-02,sucursal,Sucursal,,AV. CABILDO 2762,CABA ZONA NORTE,CABA,CABA,-34.556495,-58.461599,12
00007,2026-02,sucursal,Sucursal,,Avenida Finca Yerba Buena 0 y Casas del Bosque,VILLA SAN LORENZO,CAPITAL,SALTA,-24.475920,-65.284711,5
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 3371,FLORENCIO VARELA,FLORENCIO VARELA,BUENOS AIRES,-34.810870,-58.278190,8
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 2196,CABA ZONA NORTE,CABA,CABA,-34.581698,-58.402547,6
00007,2026-02,sucursal,Sucursal,,LORIA 187,LOMAS DE ZAMORA,LOMAS DE ZAMORA,BUENOS AIRES,-34.763300,-58.398800,8
00007,2026-02,sucursal,Sucursal,,BUENOS AIRES 37,CORDOBA,CAPITAL,CóRDOBA,-31.416725,-64.183133,11
00007,2026-02,sucursal,Sucursal,,MERLO 2819,MORENO,MORENO,BUENOS AIRES,-34.647967,-58.789632,9
00007,2026-02,sucursal,Sucursal,,CALLE 114 - EX ALVEAR 2566,VILLA BALLESTER,GENERAL SAN MARTIN,BUENOS AIRES,-34.548661,-58.552810,8
00007,2026-02,sucursal,Sucursal,,RIVADAVIA 554,SAN FERNANDO DEL VALLE DE CATAMARCA,CAPITAL,CATAMARCA,-28.467551,-65.778250,7
00007,2026-02,sucursal,Sucursal,,PRINGLES 817,SAN LUIS,LA CAPITAL,SAN LUIS,-33.302651,-66.336311,6
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 5189,ROSARIO,ROSARIO,SANTA FE,-32.997515,-60.648146,7
00007,2026-02,sucursal,Sucursal,,AV. JUAN B. JUSTO 1850,CORDOBA,CAPITAL,CóRDOBA,-31.405496,-64.175956,6
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 506,SAN CARLOS DE BOLIVAR (EST. BOLIVAR),BOLIVAR,BUENOS AIRES,-36.232201,-61.112201,3
00007,2026-02,sucursal,Sucursal,,8 DE JUNIO 800,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RíOS,-32.482810,-58.235290,7
00007,2026-02,sucursal,Sucursal,,BV. BUENOS AIRES 1806,LUIS GUILLÓN,ESTEBAN ECHEVERRIA,BUENOS AIRES,-34.807507,-58.443375,8
00007,2026-02,sucursal,Sucursal,,AV. ENTRE RIOS 1145,CABA ZONA NORTE,CABA,CABA,-34.622097,-58.391554,7
00007,2026-02,sucursal,Sucursal,,AV. FRANCISCO BEIRO 5289,CABA ZONA NORTE,CABA,CABA,-34.613844,-58.524934,6
00007,2026-02,sucursal,Sucursal,,AV SAN MARTIN 529,LAS FLORES,LAS FLORES,BUENOS AIRES,-36.014859,-59.100296,3
00007,2026-02,sucursal,Sucursal,,AV. MITRE 1088,9 DE JULIO,9 DE JULIO,BUENOS AIRES,-42.912811,-71.329122,5
00007,2026-02,sucursal,Sucursal,,AV. EVA PERON 3760,CABA ZONA SUR,CABA,CABA,-11.111111,-111.111111,6
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN 2800,CABA ZONA NORTE,CABA,CABA,-34.602900,-58.464860,6
00007,2026-02,sucursal,Sucursal,,AV. LA PLATA 2402,CABA ZONA SUR,CABA,CABA,-34.642858,-58.422818,7
00007,2026-02,sucursal,Sucursal,,AV. 12 DE OCTUBRE 2954,QUILMES,QUILMES,BUENOS AIRES,-34.741764,-58.288390,5
00007,2026-02,sucursal,Sucursal,,AV. MAIPU 2353,OLIVOS,VICENTE LOPEZ,BUENOS AIRES,-34.513917,-58.488958,6
00007,2026-02,sucursal,Sucursal,,COLINAS DEL NORTE 773,PILAR,PILAR,BUENOS AIRES,-34.431226,-58.833992,6
00007,2026-02,sucursal,Sucursal,,JUJUY 45,OBERA,OBERA,MISIONES,-27.484852,-55.124011,4
00007,2026-02,sucursal,Sucursal,,BELGRANO 501,SAN ISIDRO,SAN ISIDRO,BUENOS AIRES,-34.468829,-58.508795,6
00007,2026-02,sucursal,Sucursal,,AV. PEDRO LURO 3043,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,-37.996371,-57.550584,8
00007,2026-02,sucursal,Sucursal,,AV. SAN MARTIN ESTE 1954,ELDORADO,ELDORADO,MISIONES,-26.408481,-54.604541,4
00007,2026-02,sucursal,Sucursal,,CALLE 60 3164,NECOCHEA - QUEQUEN,NECOCHEA,BUENOS AIRES,-38.555704,-58.743247,6
00007,2026-02,sucursal,Sucursal,,CALLE 7 875,LA PLATA,LA PLATA,BUENOS AIRES,-34.914588,-57.950099,7
00007,2026-02,sucursal,Sucursal,,BALCARCE 101,SALTA,CAPITAL,SALTA,-24.788453,-65.412270,10
00007,2026-02,sucursal,Sucursal,,AVENIDA ALVAREZ JONTE 4393/4399,CABA ZONA NORTE,CABA,CABA,-34.617068,-58.503096,5
00007,2026-02,sucursal,Sucursal,,AV. PRESIDENTE ROQUE SAENZ PEÑA 865,CABA ZONA NORTE,CABA,CABA,-34.605178,-58.378905,7
00007,2026-02,sucursal,Sucursal,,SOBREMONTE 801,RIO CUARTO,RIO CUARTO,CóRDOBA,-33.124351,-64.348626,8
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 179 Piso: 1 Dpto: 1,LA RIOJA,CAPITAL,LA RIOJA,-29.415512,-66.857697,6
00007,2026-02,sucursal,Sucursal,,RIVADAVIA 255,COMODORO RIVADAVIA,ESCALANTE,CHUBUT,-45.862120,-67.477650,8
00007,2026-02,sucursal,Sucursal,,ALEM 401,MONTE GRANDE,ESTEBAN ECHEVERRIA,BUENOS AIRES,-34.818334,-58.466719,2
00007,2026-02,sucursal,Sucursal,,ESTEBAN ADROGUE 1060,ADROGUÉ,ALMIRANTE BROWN,BUENOS AIRES,-34.798704,-58.391290,6
00007,2026-02,sucursal,Sucursal,,CONSTITUCION 711,SAN FERNANDO,SAN FERNANDO,BUENOS AIRES,-34.438837,-58.559553,6
00007,2026-02,sucursal,Sucursal,,AVENIDA PRESIDENTE JUAN DOMINGO PERON 8571,ITUZAINGO,ITUZAINGO,BUENOS AIRES,-34.633320,-58.628789,6
00007,2026-02,sucursal,Sucursal,,AV. FRANCISCO F. DE LA CRUZ 4602,CABA ZONA SUR,CABA,CABA,-19.528050,-99.099111,6
00007,2026-02,sucursal,Sucursal,,SARMIENTO 222,VIEDMA,ADOLFO ALSINA,RíO NEGRO,-40.807227,-62.993257,5
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 2196 Piso: 1 Dpto: 1,CABA ZONA NORTE,CABA,CABA,-34.581698,-58.402547,0
00007,2026-02,sucursal,Sucursal,,AV. DEL LIBERTADOR 5750,CABA ZONA NORTE,CABA,CABA,-34.559044,-58.447846,5
00007,2026-02,sucursal,Sucursal,,AV. MANUEL ESTRADA 272 Piso: 1 Dpto: 1,CORDOBA,CAPITAL,CóRDOBA,-31.428385,-64.185815,6
00007,2026-02,sucursal,Sucursal,,AV. SABATTINI 4295,CORDOBA,CAPITAL,CóRDOBA,-31.434751,-64.131738,6
00007,2026-02,sucursal,Sucursal,,AV. PRESIDENTE NESTOR KIRCHNER 739,RIO GALLEGOS,GÜER AIKE,SANTA CRUZ,-51.622512,-69.212943,7
00007,2026-02,sucursal,Sucursal,,AV. RAFAEL NUÑEZ 3989,CORDOBA,CAPITAL,CóRDOBA,-31.372356,-64.229981,6
00007,2026-02,sucursal,Sucursal,,SAN MARTIN 130,MAIPU,MAIPU,MENDOZA,-32.983783,-68.790434,6
00007,2026-02,sucursal,Sucursal,,AV. LIBERTADOR GENERAL SAN MARTIN 3196,RIVADAVIA,RIVADAVIA,SAN JUAN,-31.528168,-68.572130,4
00007,2026-02,sucursal,Sucursal,,AV. 9  y DEL CANAL,PILAR,PILAR,BUENOS AIRES,-34.465809,-58.965191,0
00007,2026-02,sucursal,Sucursal,,AV. EVA PERON 7974,ROSARIO,ROSARIO,SANTA FE,-32.929325,-60.733816,6
00007,2026-02,sucursal,Sucursal,,AV. 7 59,LA PLATA,LA PLATA,BUENOS AIRES,-34.901566,-57.967529,4
00007,2026-02,sucursal,Sucursal,,AV. HIPOLITO YRIGOYEN 28,SAN RAFAEL,SAN RAFAEL,MENDOZA,-34.613031,-68.338918,7
00007,2026-02,sucursal,Sucursal,,ALBUERA 9,SAN MARTIN,SAN MARTIN,MENDOZA,-33.084599,-68.473818,4
00007,2026-02,sucursal,Sucursal,,CARRIL RODRIGUEZ PEÑA 2500,SAN FRANCISCO DEL MONTE,GODOY CRUZ,MENDOZA,-32.924611,-68.843630,6
00007,2026-02,sucursal,Sucursal,,CHACABUCO 522,PRESIDENCIA ROQUE SAENZ PEÑA,COMANDANTE FERNANDEZ,CHACO,-26.791312,-60.444516,6
00007,2026-02,sucursal,Sucursal,,AV. CORDOBA 2090,CABA ZONA NORTE,CABA,CABA,-34.599730,-58.397033,7
00007,2026-02,sucursal,Sucursal,,TAPIA DE CRUZ 602,BELÉN DE ESCOBAR,ESCOBAR,BUENOS AIRES,-34.346949,-58.794210,6
00007,2026-02,sucursal,Sucursal,,PARANA 3745,MARTÍNEZ,SAN ISIDRO,BUENOS AIRES,-34.508780,-58.521754,6
00007,2026-02,sucursal,Sucursal,,SUPERI 1801,CABA ZONA NORTE,CABA,CABA,-34.570491,-58.464070,5
00007,2026-02,sucursal,Sucursal,,ARISTIDES VILLANUEVA 380,MENDOZA,CAPITAL,MENDOZA,-32.892261,-68.858433,6
00007,2026-02,sucursal,Sucursal,,AV. LIBERTAD 376,VILLA NUEVA,GUAYMALLEN,MENDOZA,-32.902666,-68.789041,5
00007,2026-02,sucursal,Sucursal,,JAURETCHE 1106,HURLINGHAM,HURLINGHAM,BUENOS AIRES,-34.589565,-58.632518,7
00007,2026-02,sucursal,Sucursal,,HIPOLITO YRIGOYEN 169,SANTA ROSA,CAPITAL,LA PAMPA,-36.619903,-64.288989,3
00007,2026-02,sucursal,Sucursal,,SARMIENTO 1534,GENERAL ROCA,GENERAL ROCA,RíO NEGRO,-39.028090,-67.574350,5
00007,2026-02,sucursal,Sucursal,,BARTOLOME MITRE 25,PUERTO MADRYN,BIEDMA,CHUBUT,-42.765598,-65.036925,7
00007,2026-02,sucursal,Sucursal,,SARMIENTO 2200,ESPERANZA,LAS COLONIAS,SANTA FE,-31.447887,-60.931079,4
00007,2026-02,sucursal,Sucursal,,BELGRANO 198 Piso: 1 Dpto: 1,APOSTOLES,APOSTOLES,MISIONES,-27.918911,-55.758262,0
00007,2026-02,sucursal,Sucursal,,25 DE MAYO 255 Piso: 1 Dpto: 1,VILLA LIBERTADOR SAN MARTIN,DIAMANTE,ENTRE RíOS,-32.074780,-60.462380,0
00007,2026-02,sucursal,Sucursal,,SARMIENTO 499,GALVEZ,SAN JERONIMO,SANTA FE,-32.030522,-61.220191,4
00007,2026-02,sucursal,Sucursal,,9 DE JULIO 500 Piso: 1 Dpto: 1,MENDOZA,CAPITAL,MENDOZA,-32.897704,-68.842569,0
00007,2026-02,sucursal,Sucursal,0,BV. OROÑO 1042 Piso: 1 Dpto: 1,ROSARIO,ROSARIO,SANTA FE,-32.946746,-60.654214,2
00007,2026-02,sucursal,Sucursal,,AV AMADEO SABATTINI 5161 Piso: 1 Dpto: 1,CORDOBA,CAPITAL,CóRDOBA,-31.448103,-64.119801,2
00007,2026-02,sucursal,Sucursal,,AVENIDA GUIRALDES 2160 Piso: 1 Dpto: 1,CABA ZONA NORTE,CABA,CABA,-34.545194,-58.438904,1
00007,2026-02,sucursal,Sucursal,,OCAMPO 978 Piso: 1 Dpto: 1,CAÑADA DE GOMEZ,IRIONDO,SANTA FE,-32.818478,-61.396138,1
00007,2026-02,sucursal,Sucursal,,AV. PERON 26950 Piso: 1 Dpto: 1,MERLO,MERLO,BUENOS AIRES,-34.665721,-58.720690,1
00007,2026-02,sucursal,Sucursal,,GARIBALDI 107,RIO TERCERO,TERCERO ARRIBA,CóRDOBA,-32.175421,-64.109794,4
00007,2026-02,sucursal,Sucursal,,CORDOBA 401,BELL VILLE,UNION,CóRDOBA,-32.633333,-62.683333,4
00007,2026-02,sucursal,Sucursal,,AV. LEANDRO N. ALEM 499,MARCOS JUAREZ,MARCOS JUAREZ,CóRDOBA,-32.693542,-62.104751,4
