codigo_entidad,descripcion_entidad,codigo_dato,descripcion_dato,valor_dato,formato,año,mes,mes_str,origen
00005,The Royal Bank of Scotland N.V.,100010000000,A C T I V O,3919.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100010100000,Disponibilidades,3252.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100010400000,Otros Cred.por Interm.Finan.,351.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100010409000,Otros,351.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100010700000,Créditos Diversos,303.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100010800000,Bienes de Uso,0.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100011200000,Partidas Pend. de Imputación,13.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100020000000,P A S I V O,2182.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100020200000,Otras Oblig.por Intermed. Financ.,421.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100020200090,Otras,421.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100020300000,Obligaciones Diversas,1761.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100020500000,Partidas Pendientes de Imputación,0.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100030000000,P A T R I M O N I O   N E T O,1737.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100030100000,"Capital, Aportes y Reservas",12978.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100030600000,Resultados no asignados,-11241.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040000000,R E S U L T A D O S   A C U M U L A D O S,-1073.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040100000,Ingresos financieros,27.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040100005,Por Intereses,26.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040100090,Otros Ingresos Financieros,1.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040200000,Egresos financieros,-10.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040200090,Otros Egresos Financieros,-10.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040300000,Cargo por incobrabilidad,0.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040400000,Ingresos por servicios,61.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040500000,Egresos por servicios,-62.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040700000,Gastos de administración,-1242.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100040800000,Créditos recuperados,0.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100041300000,Otros,153.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100050000000,C U E N T A S   D E   O R D E N,0.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100050500000,De Actividad fiduciaria acreedoras,173344.0,N,2015,1,2015-01,balres
00005,The Royal Bank of Scotland N.V.,100050900000,De Actividad fiduciaria deudoras,173344.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010000000,A C T I V O,90093654.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010100000,Disponibilidades,15796744.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010200000,Títulos Públicos y Privados,9733311.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010300000,Préstamos,49441931.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010301000,Sector Público no Financiero,38.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010302000,Sector Financiero,168917.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303000,Sector Privado no Financiero y Residentes en el Ext.,50658592.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303001,Adelantos,4264210.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303005,"Doc a sola firma, descont. y comprados",16211086.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303010,Hipotecarios,1659297.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303015,Prendarios,497472.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303020,Personales,4840365.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303030,Otros,22302509.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010303045,Intereses y dif. cotiz. deveng. a cobrar,883653.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010304000,Previsiones,-1385616.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010400000,Otros Cred.por Interm.Finan.,6050679.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010401000,Montos a cobrar por ventas contado a liq. y a término,330160.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010409000,Otros,5720519.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010500000,Bienes en Locación Financiera,1053062.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600000,Part. en otras Sociedades,3650397.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600005,En entidades financieras,1060176.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010600020,Otras,2590221.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010700000,Créditos Diversos,1066220.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010800000,Bienes de Uso,1364485.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100010900000,Bienes Diversos,414416.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100011000000,Bienes Intangibles,1514342.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100011200000,Partidas Pend. de Imputación,8067.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020000000,P A S I V O,79893909.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020100000,Depósitos,65260011.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020101000,Sector Público no financiero,1085770.0,N,2015,1,2015-01,balres
00007,BANCO DE GALICIA Y BUENOS AIRES S.A.,100020102000,Sector Financiero,44359.0,N,2015,1,2015-01,balres
